ngan_hang,rate12,updated_at_vn,updated_at_webgia
Bắc Á,6.85,2026-02-12 23:14:00,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-12 23:14:00,2026-02-12 18:50:23
BIDV,5.2,2026-02-12 23:14:00,2026-02-12 18:50:23
GPBank,5.2,2026-02-12 23:14:00,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-12 23:14:00,2026-02-12 18:50:23
Indovina,5.8,2026-02-12 23:14:00,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-12 23:14:00,2026-02-12 18:50:23
MSB,5.3,2026-02-12 23:14:00,2026-02-12 18:50:23
MB,4.85,2026-02-12 23:14:00,2026-02-12 18:50:23
OCB,6.5,2026-02-12 23:14:00,2026-02-12 18:50:23
oceanbank,5.7,2026-02-12 23:14:00,2026-02-12 18:50:23
PGBank,7.2,2026-02-12 23:14:00,2026-02-12 18:50:23
PublicBank,6.5,2026-02-12 23:14:00,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-12 23:14:00,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-12 23:14:00,2026-02-12 18:50:23
SCB,3.7,2026-02-12 23:14:00,2026-02-12 18:50:23
SeABank,4.5,2026-02-12 23:14:00,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-12 23:14:00,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-12 23:14:00,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-12 23:14:00,2026-02-12 18:50:23
VietinBank,5.2,2026-02-12 23:14:00,2026-02-12 18:50:23
VPBank,5.8,2026-02-12 23:14:00,2026-02-12 18:50:23
VRB,6.2,2026-02-12 23:14:00,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 00:31:55,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 00:31:55,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 00:31:55,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 00:31:55,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 00:31:55,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 00:31:55,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 00:31:55,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 00:31:55,2026-02-12 18:50:23
MSB,5.3,2026-02-13 00:31:55,2026-02-12 18:50:23
MB,4.85,2026-02-13 00:31:55,2026-02-12 18:50:23
OCB,6.5,2026-02-13 00:31:55,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 00:31:55,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 00:31:55,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 00:31:55,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 00:31:55,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 00:31:55,2026-02-12 18:50:23
SCB,3.7,2026-02-13 00:31:55,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 00:31:55,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 00:31:55,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 00:31:55,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 00:31:55,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 00:31:55,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 00:31:55,2026-02-12 18:50:23
VRB,6.2,2026-02-13 00:31:55,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 01:44:13,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 01:44:13,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 01:44:13,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 01:44:13,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 01:44:13,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 01:44:13,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 01:44:13,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 01:44:13,2026-02-12 18:50:23
MSB,5.3,2026-02-13 01:44:13,2026-02-12 18:50:23
MB,4.85,2026-02-13 01:44:13,2026-02-12 18:50:23
OCB,6.5,2026-02-13 01:44:13,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 01:44:13,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 01:44:13,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 01:44:13,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 01:44:13,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 01:44:13,2026-02-12 18:50:23
SCB,3.7,2026-02-13 01:44:13,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 01:44:13,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 01:44:13,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 01:44:13,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 01:44:13,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 01:44:13,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 01:44:13,2026-02-12 18:50:23
VRB,6.2,2026-02-13 01:44:13,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 02:42:40,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 02:42:40,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 02:42:40,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 02:42:40,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 02:42:40,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 02:42:40,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 02:42:40,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 02:42:40,2026-02-12 18:50:23
MSB,5.3,2026-02-13 02:42:40,2026-02-12 18:50:23
MB,4.85,2026-02-13 02:42:40,2026-02-12 18:50:23
OCB,6.5,2026-02-13 02:42:40,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 02:42:40,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 02:42:40,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 02:42:40,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 02:42:40,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 02:42:40,2026-02-12 18:50:23
SCB,3.7,2026-02-13 02:42:40,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 02:42:40,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 02:42:40,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 02:42:40,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 02:42:40,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 02:42:40,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 02:42:40,2026-02-12 18:50:23
VRB,6.2,2026-02-13 02:42:40,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 03:22:06,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 03:22:06,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 03:22:06,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 03:22:06,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 03:22:06,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 03:22:06,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 03:22:06,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 03:22:06,2026-02-12 18:50:23
MSB,5.3,2026-02-13 03:22:06,2026-02-12 18:50:23
MB,4.85,2026-02-13 03:22:06,2026-02-12 18:50:23
OCB,6.5,2026-02-13 03:22:06,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 03:22:06,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 03:22:06,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 03:22:06,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 03:22:06,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 03:22:06,2026-02-12 18:50:23
SCB,3.7,2026-02-13 03:22:06,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 03:22:06,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 03:22:06,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 03:22:06,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 03:22:06,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 03:22:06,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 03:22:06,2026-02-12 18:50:23
VRB,6.2,2026-02-13 03:22:06,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 03:56:39,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 03:56:39,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 03:56:39,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 03:56:39,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 03:56:39,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 03:56:39,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 03:56:39,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 03:56:39,2026-02-12 18:50:23
MSB,5.3,2026-02-13 03:56:39,2026-02-12 18:50:23
MB,4.85,2026-02-13 03:56:39,2026-02-12 18:50:23
OCB,6.5,2026-02-13 03:56:39,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 03:56:39,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 03:56:39,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 03:56:39,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 03:56:39,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 03:56:39,2026-02-12 18:50:23
SCB,3.7,2026-02-13 03:56:39,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 03:56:39,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 03:56:39,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 03:56:39,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 03:56:39,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 03:56:39,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 03:56:39,2026-02-12 18:50:23
VRB,6.2,2026-02-13 03:56:39,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 04:25:23,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 04:25:23,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 04:25:23,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 04:25:23,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 04:25:23,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 04:25:23,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 04:25:23,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 04:25:23,2026-02-12 18:50:23
MSB,5.3,2026-02-13 04:25:23,2026-02-12 18:50:23
MB,4.85,2026-02-13 04:25:23,2026-02-12 18:50:23
OCB,6.5,2026-02-13 04:25:23,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 04:25:23,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 04:25:23,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 04:25:23,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 04:25:23,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 04:25:23,2026-02-12 18:50:23
SCB,3.7,2026-02-13 04:25:23,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 04:25:23,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 04:25:23,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 04:25:23,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 04:25:23,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 04:25:23,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 04:25:23,2026-02-12 18:50:23
VRB,6.2,2026-02-13 04:25:23,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 04:55:22,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 04:55:22,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 04:55:22,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 04:55:22,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 04:55:22,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 04:55:22,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 04:55:22,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 04:55:22,2026-02-12 18:50:23
MSB,5.3,2026-02-13 04:55:22,2026-02-12 18:50:23
MB,4.85,2026-02-13 04:55:22,2026-02-12 18:50:23
OCB,6.5,2026-02-13 04:55:22,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 04:55:22,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 04:55:22,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 04:55:22,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 04:55:22,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 04:55:22,2026-02-12 18:50:23
SCB,3.7,2026-02-13 04:55:22,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 04:55:22,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 04:55:22,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 04:55:22,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 04:55:22,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 04:55:22,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 04:55:22,2026-02-12 18:50:23
VRB,6.2,2026-02-13 04:55:22,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 05:20:14,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 05:20:14,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 05:20:14,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 05:20:14,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 05:20:14,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 05:20:14,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 05:20:14,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 05:20:14,2026-02-12 18:50:23
MSB,5.3,2026-02-13 05:20:14,2026-02-12 18:50:23
MB,4.85,2026-02-13 05:20:14,2026-02-12 18:50:23
OCB,6.5,2026-02-13 05:20:14,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 05:20:14,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 05:20:14,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 05:20:14,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 05:20:14,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 05:20:14,2026-02-12 18:50:23
SCB,3.7,2026-02-13 05:20:14,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 05:20:14,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 05:20:14,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 05:20:14,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 05:20:14,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 05:20:14,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 05:20:14,2026-02-12 18:50:23
VRB,6.2,2026-02-13 05:20:14,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 05:54:24,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 05:54:24,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 05:54:24,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 05:54:24,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 05:54:24,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 05:54:24,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 05:54:24,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 05:54:24,2026-02-12 18:50:23
MSB,5.3,2026-02-13 05:54:24,2026-02-12 18:50:23
MB,4.85,2026-02-13 05:54:24,2026-02-12 18:50:23
OCB,6.5,2026-02-13 05:54:24,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 05:54:24,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 05:54:24,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 05:54:24,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 05:54:24,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 05:54:24,2026-02-12 18:50:23
SCB,3.7,2026-02-13 05:54:24,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 05:54:24,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 05:54:24,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 05:54:24,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 05:54:24,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 05:54:24,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 05:54:24,2026-02-12 18:50:23
VRB,6.2,2026-02-13 05:54:24,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 06:18:04,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 06:18:04,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 06:18:04,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 06:18:04,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 06:18:04,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 06:18:04,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 06:18:04,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 06:18:04,2026-02-12 18:50:23
MSB,5.3,2026-02-13 06:18:04,2026-02-12 18:50:23
MB,4.85,2026-02-13 06:18:04,2026-02-12 18:50:23
OCB,6.5,2026-02-13 06:18:04,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 06:18:04,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 06:18:04,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 06:18:04,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 06:18:04,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 06:18:04,2026-02-12 18:50:23
SCB,3.7,2026-02-13 06:18:04,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 06:18:04,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 06:18:04,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 06:18:04,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 06:18:04,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 06:18:04,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 06:18:04,2026-02-12 18:50:23
VRB,6.2,2026-02-13 06:18:04,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 06:50:05,2026-02-12 18:50:23
Bắc Á,6.85,2026-02-13 06:50:05,2026-02-12 18:50:23
Bảo Việt,6.1,2026-02-13 06:50:05,2026-02-12 18:50:23
BIDV,5.2,2026-02-13 06:50:05,2026-02-12 18:50:23
GPBank,5.2,2026-02-13 06:50:05,2026-02-12 18:50:23
Hong Leong,4.6,2026-02-13 06:50:05,2026-02-12 18:50:23
Indovina,5.8,2026-02-13 06:50:05,2026-02-12 18:50:23
Kiên Long,5.5,2026-02-13 06:50:05,2026-02-12 18:50:23
MSB,5.3,2026-02-13 06:50:05,2026-02-12 18:50:23
MB,4.85,2026-02-13 06:50:05,2026-02-12 18:50:23
OCB,6.5,2026-02-13 06:50:05,2026-02-12 18:50:23
oceanbank,5.7,2026-02-13 06:50:05,2026-02-12 18:50:23
PGBank,7.2,2026-02-13 06:50:05,2026-02-12 18:50:23
PublicBank,6.5,2026-02-13 06:50:05,2026-02-12 18:50:23
PVcomBank,9.0,2026-02-13 06:50:05,2026-02-12 18:50:23
Saigonbank,6.3,2026-02-13 06:50:05,2026-02-12 18:50:23
SCB,3.7,2026-02-13 06:50:05,2026-02-12 18:50:23
SeABank,4.5,2026-02-13 06:50:05,2026-02-12 18:50:23
VCBNeo,5.3,2026-02-13 06:50:05,2026-02-12 18:50:23
VietCapitalBank,6.45,2026-02-13 06:50:05,2026-02-12 18:50:23
Vietcombank,4.6,2026-02-13 06:50:05,2026-02-12 18:50:23
VietinBank,5.2,2026-02-13 06:50:05,2026-02-12 18:50:23
VPBank,5.8,2026-02-13 06:50:05,2026-02-12 18:50:23
VRB,6.2,2026-02-13 06:50:05,2026-02-12 18:50:23
Agribank,4.7,2026-02-13 08:06:24,2026-02-13 08:00:23
Bắc Á,6.85,2026-02-13 08:06:24,2026-02-13 08:00:23
Bảo Việt,6.1,2026-02-13 08:06:24,2026-02-13 08:00:23
BIDV,5.2,2026-02-13 08:06:24,2026-02-13 08:00:23
GPBank,5.2,2026-02-13 08:06:24,2026-02-13 08:00:23
Hong Leong,4.6,2026-02-13 08:06:24,2026-02-13 08:00:23
Indovina,5.8,2026-02-13 08:06:24,2026-02-13 08:00:23
Kiên Long,5.5,2026-02-13 08:06:24,2026-02-13 08:00:23
MSB,5.3,2026-02-13 08:06:24,2026-02-13 08:00:23
MB,4.85,2026-02-13 08:06:24,2026-02-13 08:00:23
OCB,6.5,2026-02-13 08:06:24,2026-02-13 08:00:23
oceanbank,5.7,2026-02-13 08:06:24,2026-02-13 08:00:23
PGBank,7.2,2026-02-13 08:06:24,2026-02-13 08:00:23
PublicBank,6.5,2026-02-13 08:06:24,2026-02-13 08:00:23
PVcomBank,9.0,2026-02-13 08:06:24,2026-02-13 08:00:23
Saigonbank,6.3,2026-02-13 08:06:24,2026-02-13 08:00:23
SCB,3.7,2026-02-13 08:06:24,2026-02-13 08:00:23
SeABank,4.5,2026-02-13 08:06:24,2026-02-13 08:00:23
VCBNeo,5.3,2026-02-13 08:06:24,2026-02-13 08:00:23
VietCapitalBank,6.45,2026-02-13 08:06:24,2026-02-13 08:00:23
Vietcombank,4.6,2026-02-13 08:06:24,2026-02-13 08:00:23
VietinBank,5.2,2026-02-13 08:06:24,2026-02-13 08:00:23
VPBank,5.8,2026-02-13 08:06:24,2026-02-13 08:00:23
VRB,6.2,2026-02-13 08:06:24,2026-02-13 08:00:23
Agribank,4.7,2026-02-13 10:57:29,2026-02-13 10:50:23
Bắc Á,6.85,2026-02-13 10:57:29,2026-02-13 10:50:23
Bảo Việt,6.1,2026-02-13 10:57:29,2026-02-13 10:50:23
BIDV,5.2,2026-02-13 10:57:29,2026-02-13 10:50:23
GPBank,5.2,2026-02-13 10:57:29,2026-02-13 10:50:23
Hong Leong,4.6,2026-02-13 10:57:29,2026-02-13 10:50:23
Indovina,5.8,2026-02-13 10:57:29,2026-02-13 10:50:23
Kiên Long,5.5,2026-02-13 10:57:29,2026-02-13 10:50:23
MSB,5.3,2026-02-13 10:57:29,2026-02-13 10:50:23
MB,4.85,2026-02-13 10:57:29,2026-02-13 10:50:23
OCB,6.5,2026-02-13 10:57:29,2026-02-13 10:50:23
oceanbank,5.7,2026-02-13 10:57:29,2026-02-13 10:50:23
PGBank,7.2,2026-02-13 10:57:29,2026-02-13 10:50:23
PublicBank,6.5,2026-02-13 10:57:29,2026-02-13 10:50:23
PVcomBank,9.0,2026-02-13 10:57:29,2026-02-13 10:50:23
Saigonbank,6.3,2026-02-13 10:57:29,2026-02-13 10:50:23
SCB,3.7,2026-02-13 10:57:29,2026-02-13 10:50:23
SeABank,4.5,2026-02-13 10:57:29,2026-02-13 10:50:23
VCBNeo,5.3,2026-02-13 10:57:29,2026-02-13 10:50:23
VietCapitalBank,6.45,2026-02-13 10:57:29,2026-02-13 10:50:23
Vietcombank,4.6,2026-02-13 10:57:29,2026-02-13 10:50:23
VietinBank,5.2,2026-02-13 10:57:29,2026-02-13 10:50:23
VPBank,5.8,2026-02-13 10:57:29,2026-02-13 10:50:23
VRB,6.2,2026-02-13 10:57:29,2026-02-13 10:50:23
Agribank,4.7,2026-02-13 12:18:14,2026-02-13 12:10:23
Bắc Á,6.85,2026-02-13 12:18:14,2026-02-13 12:10:23
Bảo Việt,6.1,2026-02-13 12:18:14,2026-02-13 12:10:23
BIDV,5.2,2026-02-13 12:18:14,2026-02-13 12:10:23
GPBank,5.2,2026-02-13 12:18:14,2026-02-13 12:10:23
Hong Leong,4.6,2026-02-13 12:18:14,2026-02-13 12:10:23
Indovina,5.8,2026-02-13 12:18:14,2026-02-13 12:10:23
Kiên Long,5.5,2026-02-13 12:18:14,2026-02-13 12:10:23
MSB,5.3,2026-02-13 12:18:14,2026-02-13 12:10:23
MB,4.85,2026-02-13 12:18:14,2026-02-13 12:10:23
OCB,6.5,2026-02-13 12:18:14,2026-02-13 12:10:23
oceanbank,5.7,2026-02-13 12:18:14,2026-02-13 12:10:23
PGBank,7.2,2026-02-13 12:18:14,2026-02-13 12:10:23
PublicBank,6.5,2026-02-13 12:18:14,2026-02-13 12:10:23
PVcomBank,9.0,2026-02-13 12:18:14,2026-02-13 12:10:23
Saigonbank,6.3,2026-02-13 12:18:14,2026-02-13 12:10:23
SCB,3.7,2026-02-13 12:18:14,2026-02-13 12:10:23
SeABank,4.5,2026-02-13 12:18:14,2026-02-13 12:10:23
VCBNeo,5.3,2026-02-13 12:18:14,2026-02-13 12:10:23
VietCapitalBank,6.45,2026-02-13 12:18:14,2026-02-13 12:10:23
Vietcombank,4.6,2026-02-13 12:18:14,2026-02-13 12:10:23
VietinBank,5.2,2026-02-13 12:18:14,2026-02-13 12:10:23
VPBank,5.8,2026-02-13 12:18:14,2026-02-13 12:10:23
VRB,6.2,2026-02-13 12:18:14,2026-02-13 12:10:23
Agribank,4.7,2026-02-13 13:33:02,2026-02-13 13:30:23
Bắc Á,6.85,2026-02-13 13:33:02,2026-02-13 13:30:23
Bảo Việt,6.1,2026-02-13 13:33:02,2026-02-13 13:30:23
BIDV,5.2,2026-02-13 13:33:02,2026-02-13 13:30:23
GPBank,5.2,2026-02-13 13:33:02,2026-02-13 13:30:23
Hong Leong,4.6,2026-02-13 13:33:02,2026-02-13 13:30:23
Indovina,5.8,2026-02-13 13:33:02,2026-02-13 13:30:23
Kiên Long,5.5,2026-02-13 13:33:02,2026-02-13 13:30:23
MSB,5.3,2026-02-13 13:33:02,2026-02-13 13:30:23
MB,4.85,2026-02-13 13:33:02,2026-02-13 13:30:23
OCB,6.5,2026-02-13 13:33:02,2026-02-13 13:30:23
oceanbank,5.7,2026-02-13 13:33:02,2026-02-13 13:30:23
PGBank,7.2,2026-02-13 13:33:02,2026-02-13 13:30:23
PublicBank,6.5,2026-02-13 13:33:02,2026-02-13 13:30:23
PVcomBank,9.0,2026-02-13 13:33:02,2026-02-13 13:30:23
Saigonbank,6.3,2026-02-13 13:33:02,2026-02-13 13:30:23
SCB,3.7,2026-02-13 13:33:02,2026-02-13 13:30:23
SeABank,4.5,2026-02-13 13:33:02,2026-02-13 13:30:23
VCBNeo,5.3,2026-02-13 13:33:02,2026-02-13 13:30:23
VietCapitalBank,6.45,2026-02-13 13:33:02,2026-02-13 13:30:23
Vietcombank,4.6,2026-02-13 13:33:02,2026-02-13 13:30:23
VietinBank,5.2,2026-02-13 13:33:02,2026-02-13 13:30:23
VPBank,5.8,2026-02-13 13:33:02,2026-02-13 13:30:23
VRB,6.2,2026-02-13 13:33:02,2026-02-13 13:30:23
Agribank,4.7,2026-02-13 14:41:41,2026-02-13 14:40:23
Bắc Á,6.85,2026-02-13 14:41:41,2026-02-13 14:40:23
Bảo Việt,6.1,2026-02-13 14:41:41,2026-02-13 14:40:23
BIDV,5.2,2026-02-13 14:41:41,2026-02-13 14:40:23
GPBank,5.2,2026-02-13 14:41:41,2026-02-13 14:40:23
Hong Leong,4.6,2026-02-13 14:41:41,2026-02-13 14:40:23
Indovina,5.8,2026-02-13 14:41:41,2026-02-13 14:40:23
